Job_role,Client,Source,Recruiter Name,Submission_date,Interview_date,Offer_date,Joining_date,Status,Salary,Location,Client
ASIC Design Engineer,Amazon,Indeed,Recruiter_A,01-10-2025 00:00,02-10-2025 00:00,07-10-2025 00:00,04-11-2025 00:00,Offered,77313,Washington,Amazon
Technical Project Manager,Microsoft,Indeed,Recruiter_C,01-10-2025 00:00,06-10-2025 00:00,09-10-2025 00:00,07-11-2025 00:00,Rejected,126129,New York,Microsoft
Verification Engineer,Google,LinkedIn,Recruiter_B,02-10-2025 00:00,04-10-2025 00:00,09-10-2025 00:00,22-10-2025 00:00,Offered,83087,New York,Google
RTL Design Engineer,Deloitte,Referral,Imtyaz,02-10-2025 00:00,10-10-2025 00:00,13-10-2025 00:00,25-10-2025 00:00,Joined,133762,Washington,Deloitte
Mechanical Engineer,Google,Career Site,Recruiter_C,02-10-2025 00:00,08-10-2025 00:00,17-10-2025 00:00,06-11-2025 00:00,Joined,60556,New York,Google
ASIC Design Engineer,Amazon,LinkedIn,Recruiter_B,02-10-2025 00:00,10-10-2025 00:00,19-10-2025 00:00,12-11-2025 00:00,Offered,118764,Washington,Amazon
Technical Project Manager,Microsoft,Career Site,Recruiter_A,03-10-2025 00:00,08-10-2025 00:00,12-10-2025 00:00,23-10-2025 00:00,Interview,88215,New York,Microsoft
Technical Project Manager,Amazon,Naukri,Recruiter_A,03-10-2025 00:00,04-10-2025 00:00,14-10-2025 00:00,25-10-2025 00:00,Offered,137724,California,Amazon
Technical Project Manager,Google,Indeed,Recruiter_C,03-10-2025 00:00,04-10-2025 00:00,14-10-2025 00:00,25-10-2025 00:00,Offered,120982,New York,Google
ASIC Design Engineer,Google,Referral,Recruiter_C,03-10-2025 00:00,04-10-2025 00:00,11-10-2025 00:00,27-10-2025 00:00,Offered,60167,California,Google
RTL Design Engineer,Amazon,Indeed,Recruiter_C,03-10-2025 00:00,05-10-2025 00:00,14-10-2025 00:00,29-10-2025 00:00,Offered,60061,California,Amazon
Mechanical Engineer,Microsoft,Career Site,Recruiter_B,03-10-2025 00:00,12-10-2025 00:00,21-10-2025 00:00,30-10-2025 00:00,Rejected,70981,New York,Microsoft
Technical Project Manager,Google,Career Site,Recruiter_C,03-10-2025 00:00,12-10-2025 00:00,19-10-2025 00:00,04-11-2025 00:00,Offered,120719,Washington,Google
Technical Project Manager,Google,Indeed,Recruiter_D,03-10-2025 00:00,05-10-2025 00:00,10-10-2025 00:00,06-11-2025 00:00,Joined,123783,Texas,Google
RTL Design Engineer,Amazon,Career Site,Recruiter_A,06-10-2025 00:00,13-10-2025 00:00,14-10-2025 00:00,25-10-2025 00:00,Joined,64555,Texas,Amazon
Technical Project Manager,Google,LinkedIn,Recruiter_D,06-10-2025 00:00,15-10-2025 00:00,21-10-2025 00:00,30-10-2025 00:00,Interview,93752,Washington,Google
Technical Project Manager,Accenture,Career Site,Recruiter_D,06-10-2025 00:00,10-10-2025 00:00,11-10-2025 00:00,07-11-2025 00:00,Joined,100786,Illinois,Accenture
RTL Design Engineer,Amazon,Referral,Recruiter_A,06-10-2025 00:00,13-10-2025 00:00,16-10-2025 00:00,08-11-2025 00:00,Joined,120162,New York,Amazon
Technical Project Manager,Microsoft,Indeed,Recruiter_D,06-10-2025 00:00,08-10-2025 00:00,17-10-2025 00:00,09-11-2025 00:00,Rejected,93282,California,Microsoft
Technical Project Manager,Amazon,Referral,Imtyaz,06-10-2025 00:00,14-10-2025 00:00,21-10-2025 00:00,11-11-2025 00:00,Offered,84127,New York,Amazon
Verification Engineer,Microsoft,Indeed,Recruiter_A,06-10-2025 00:00,16-10-2025 00:00,18-10-2025 00:00,12-11-2025 00:00,Offered,112008,New York,Microsoft
Verification Engineer,Accenture,Referral,Recruiter_A,06-10-2025 00:00,15-10-2025 00:00,21-10-2025 00:00,13-11-2025 00:00,Rejected,147157,California,Accenture
RTL Design Engineer,Microsoft,Career Site,Imtyaz,06-10-2025 00:00,14-10-2025 00:00,23-10-2025 00:00,22-11-2025 00:00,Rejected,113304,California,Microsoft
Verification Engineer,Google,Naukri,Recruiter_C,07-10-2025 00:00,08-10-2025 00:00,13-10-2025 00:00,27-10-2025 00:00,Rejected,86528,Illinois,Google
Technical Project Manager,Accenture,Naukri,Imtyaz,07-10-2025 00:00,10-10-2025 00:00,14-10-2025 00:00,29-10-2025 00:00,Interview,106941,California,Accenture
Technical Project Manager,Accenture,Career Site,Recruiter_A,07-10-2025 00:00,17-10-2025 00:00,23-10-2025 00:00,09-11-2025 00:00,Joined,138176,Texas,Accenture
Mechanical Engineer,Deloitte,Naukri,Recruiter_B,07-10-2025 00:00,08-10-2025 00:00,18-10-2025 00:00,11-11-2025 00:00,Rejected,93599,New York,Deloitte
Technical Project Manager,Accenture,Career Site,Recruiter_A,07-10-2025 00:00,15-10-2025 00:00,17-10-2025 00:00,16-11-2025 00:00,Interview,120566,Texas,Accenture
ASIC Design Engineer,Google,LinkedIn,Recruiter_D,07-10-2025 00:00,11-10-2025 00:00,21-10-2025 00:00,20-11-2025 00:00,Interview,118946,Illinois,Google
Technical Project Manager,Deloitte,Naukri,Recruiter_D,08-10-2025 00:00,16-10-2025 00:00,19-10-2025 00:00,26-10-2025 00:00,Interview,131910,Illinois,Deloitte
Technical Project Manager,Amazon,Naukri,Recruiter_D,08-10-2025 00:00,10-10-2025 00:00,13-10-2025 00:00,26-10-2025 00:00,Interview,127318,Illinois,Amazon
RTL Design Engineer,Accenture,Naukri,Recruiter_D,08-10-2025 00:00,15-10-2025 00:00,22-10-2025 00:00,27-10-2025 00:00,Interview,73170,California,Accenture
Technical Project Manager,Microsoft,Career Site,Recruiter_B,08-10-2025 00:00,13-10-2025 00:00,23-10-2025 00:00,05-11-2025 00:00,Offered,148633,California,Microsoft
Technical Project Manager,Google,Career Site,Recruiter_A,08-10-2025 00:00,12-10-2025 00:00,15-10-2025 00:00,11-11-2025 00:00,Interview,149816,California,Google
Verification Engineer,Google,Career Site,Recruiter_C,08-10-2025 00:00,09-10-2025 00:00,18-10-2025 00:00,17-11-2025 00:00,Joined,96112,California,Google
Verification Engineer,Google,Indeed,Recruiter_C,09-10-2025 00:00,13-10-2025 00:00,15-10-2025 00:00,22-10-2025 00:00,Offered,88749,Illinois,Google
Technical Project Manager,Google,Indeed,Recruiter_A,09-10-2025 00:00,12-10-2025 00:00,18-10-2025 00:00,24-10-2025 00:00,Interview,117249,California,Google
ASIC Design Engineer,Accenture,Naukri,Recruiter_D,09-10-2025 00:00,15-10-2025 00:00,20-10-2025 00:00,25-10-2025 00:00,Offered,147171,Illinois,Accenture
ASIC Design Engineer,Microsoft,LinkedIn,Recruiter_C,09-10-2025 00:00,19-10-2025 00:00,22-10-2025 00:00,02-11-2025 00:00,Joined,100833,New York,Microsoft
RTL Design Engineer,Deloitte,Referral,Recruiter_A,09-10-2025 00:00,13-10-2025 00:00,16-10-2025 00:00,09-11-2025 00:00,Rejected,122233,California,Deloitte
Verification Engineer,Microsoft,LinkedIn,Recruiter_B,10-10-2025 00:00,14-10-2025 00:00,15-10-2025 00:00,02-11-2025 00:00,Rejected,64057,Texas,Microsoft
ASIC Design Engineer,Google,Referral,Recruiter_A,10-10-2025 00:00,13-10-2025 00:00,22-10-2025 00:00,02-11-2025 00:00,Offered,125368,Texas,Google
Technical Project Manager,Deloitte,Referral,Imtyaz,10-10-2025 00:00,12-10-2025 00:00,18-10-2025 00:00,04-11-2025 00:00,Interview,66536,Washington,Deloitte
Verification Engineer,Microsoft,Naukri,Recruiter_B,10-10-2025 00:00,20-10-2025 00:00,26-10-2025 00:00,05-11-2025 00:00,Joined,100561,New York,Microsoft
Technical Project Manager,Deloitte,Naukri,Recruiter_C,10-10-2025 00:00,13-10-2025 00:00,14-10-2025 00:00,07-11-2025 00:00,Joined,111905,Illinois,Deloitte
ASIC Design Engineer,Google,LinkedIn,Recruiter_C,10-10-2025 00:00,12-10-2025 00:00,14-10-2025 00:00,10-11-2025 00:00,Rejected,135396,New York,Google
Technical Project Manager,Accenture,Referral,Recruiter_C,10-10-2025 00:00,19-10-2025 00:00,25-10-2025 00:00,12-11-2025 00:00,Rejected,74639,New York,Accenture
Technical Project Manager,Microsoft,LinkedIn,Imtyaz,10-10-2025 00:00,15-10-2025 00:00,17-10-2025 00:00,12-11-2025 00:00,Joined,86874,Texas,Microsoft
Mechanical Engineer,Accenture,Career Site,Imtyaz,10-10-2025 00:00,11-10-2025 00:00,21-10-2025 00:00,12-11-2025 00:00,Offered,120359,Washington,Accenture
Mechanical Engineer,Deloitte,Naukri,Recruiter_A,10-10-2025 00:00,17-10-2025 00:00,20-10-2025 00:00,14-11-2025 00:00,Rejected,133759,Illinois,Deloitte
Technical Project Manager,Deloitte,Naukri,Recruiter_A,10-10-2025 00:00,17-10-2025 00:00,22-10-2025 00:00,16-11-2025 00:00,Rejected,94420,California,Deloitte
Verification Engineer,Google,Indeed,Recruiter_D,10-10-2025 00:00,12-10-2025 00:00,22-10-2025 00:00,19-11-2025 00:00,Offered,98534,Texas,Google
Verification Engineer,Microsoft,Career Site,Recruiter_B,10-10-2025 00:00,17-10-2025 00:00,27-10-2025 00:00,23-11-2025 00:00,Offered,110324,Texas,Microsoft
RTL Design Engineer,Google,LinkedIn,Recruiter_B,14-10-2025 00:00,20-10-2025 00:00,23-10-2025 00:00,31-10-2025 00:00,Interview,104847,California,Google
Mechanical Engineer,Deloitte,Career Site,Recruiter_B,14-10-2025 00:00,23-10-2025 00:00,28-10-2025 00:00,06-11-2025 00:00,Offered,99565,Washington,Deloitte
Verification Engineer,Google,Indeed,Imtyaz,14-10-2025 00:00,24-10-2025 00:00,31-10-2025 00:00,11-11-2025 00:00,Joined,141683,Washington,Google
Mechanical Engineer,Accenture,Indeed,Recruiter_D,14-10-2025 00:00,19-10-2025 00:00,22-10-2025 00:00,11-11-2025 00:00,Rejected,102516,Texas,Accenture
Verification Engineer,Accenture,Referral,Recruiter_A,14-10-2025 00:00,22-10-2025 00:00,29-10-2025 00:00,19-11-2025 00:00,Joined,141419,Texas,Accenture
ASIC Design Engineer,Microsoft,Career Site,Recruiter_D,14-10-2025 00:00,15-10-2025 00:00,22-10-2025 00:00,19-11-2025 00:00,Rejected,100879,New York,Microsoft
RTL Design Engineer,Amazon,Referral,Recruiter_C,14-10-2025 00:00,18-10-2025 00:00,24-10-2025 00:00,23-11-2025 00:00,Interview,109999,Illinois,Amazon
ASIC Design Engineer,Google,Naukri,Imtyaz,14-10-2025 00:00,24-10-2025 00:00,30-10-2025 00:00,26-11-2025 00:00,Interview,72214,New York,Google
Mechanical Engineer,Microsoft,Career Site,Recruiter_C,15-10-2025 00:00,17-10-2025 00:00,22-10-2025 00:00,02-11-2025 00:00,Joined,88009,California,Microsoft
ASIC Design Engineer,Amazon,Naukri,Recruiter_D,15-10-2025 00:00,17-10-2025 00:00,19-10-2025 00:00,04-11-2025 00:00,Joined,103880,New York,Amazon
RTL Design Engineer,Microsoft,Referral,Recruiter_A,15-10-2025 00:00,24-10-2025 00:00,25-10-2025 00:00,05-11-2025 00:00,Rejected,65241,California,Microsoft
Technical Project Manager,Google,Naukri,Recruiter_D,15-10-2025 00:00,20-10-2025 00:00,25-10-2025 00:00,09-11-2025 00:00,Joined,126699,California,Google
ASIC Design Engineer,Microsoft,Referral,Recruiter_D,15-10-2025 00:00,21-10-2025 00:00,22-10-2025 00:00,16-11-2025 00:00,Interview,62722,Texas,Microsoft
Mechanical Engineer,Deloitte,Naukri,Recruiter_B,15-10-2025 00:00,23-10-2025 00:00,27-10-2025 00:00,19-11-2025 00:00,Interview,69093,Texas,Deloitte
Mechanical Engineer,Accenture,Referral,Recruiter_D,15-10-2025 00:00,25-10-2025 00:00,31-10-2025 00:00,28-11-2025 00:00,Rejected,103842,New York,Accenture
ASIC Design Engineer,Deloitte,Career Site,Imtyaz,15-10-2025 00:00,23-10-2025 00:00,31-10-2025 00:00,29-11-2025 00:00,Rejected,130979,Washington,Deloitte
Mechanical Engineer,Amazon,Naukri,Recruiter_D,15-10-2025 00:00,24-10-2025 00:00,02-11-2025 00:00,30-11-2025 00:00,Joined,92284,California,Amazon
Verification Engineer,Deloitte,Indeed,Recruiter_A,16-10-2025 00:00,17-10-2025 00:00,19-10-2025 00:00,03-11-2025 00:00,Offered,122041,Illinois,Deloitte
RTL Design Engineer,Microsoft,Referral,Recruiter_A,16-10-2025 00:00,22-10-2025 00:00,25-10-2025 00:00,06-11-2025 00:00,Joined,138039,New York,Microsoft
Verification Engineer,Microsoft,LinkedIn,Recruiter_C,16-10-2025 00:00,21-10-2025 00:00,24-10-2025 00:00,06-11-2025 00:00,Joined,114791,Washington,Microsoft
ASIC Design Engineer,Accenture,LinkedIn,Imtyaz,16-10-2025 00:00,17-10-2025 00:00,25-10-2025 00:00,18-11-2025 00:00,Interview,131781,Illinois,Accenture
Mechanical Engineer,Amazon,Career Site,Recruiter_A,16-10-2025 00:00,26-10-2025 00:00,03-11-2025 00:00,20-11-2025 00:00,Offered,139093,Washington,Amazon
Technical Project Manager,Amazon,Career Site,Recruiter_A,16-10-2025 00:00,26-10-2025 00:00,04-11-2025 00:00,29-11-2025 00:00,Rejected,119911,New York,Amazon
ASIC Design Engineer,Deloitte,Referral,Recruiter_B,16-10-2025 00:00,22-10-2025 00:00,30-10-2025 00:00,29-11-2025 00:00,Joined,91359,Texas,Deloitte
Verification Engineer,Deloitte,Referral,Recruiter_B,17-10-2025 00:00,26-10-2025 00:00,29-10-2025 00:00,09-11-2025 00:00,Joined,111632,Texas,Deloitte
Verification Engineer,Google,Naukri,Recruiter_B,17-10-2025 00:00,22-10-2025 00:00,27-10-2025 00:00,18-11-2025 00:00,Joined,90431,Texas,Google
ASIC Design Engineer,Microsoft,Naukri,Recruiter_A,20-10-2025 00:00,27-10-2025 00:00,28-10-2025 00:00,05-11-2025 00:00,Interview,138636,Washington,Microsoft
RTL Design Engineer,Microsoft,Referral,Recruiter_C,20-10-2025 00:00,26-10-2025 00:00,31-10-2025 00:00,09-11-2025 00:00,Offered,117584,New York,Microsoft
Technical Project Manager,Deloitte,Career Site,Recruiter_B,20-10-2025 00:00,24-10-2025 00:00,03-11-2025 00:00,11-11-2025 00:00,Joined,138529,Texas,Deloitte
Technical Project Manager,Accenture,LinkedIn,Recruiter_A,20-10-2025 00:00,23-10-2025 00:00,25-10-2025 00:00,15-11-2025 00:00,Interview,74686,Texas,Accenture
ASIC Design Engineer,Microsoft,Career Site,Recruiter_A,20-10-2025 00:00,28-10-2025 00:00,03-11-2025 00:00,19-11-2025 00:00,Interview,92653,Texas,Microsoft
RTL Design Engineer,Amazon,Career Site,Recruiter_C,20-10-2025 00:00,22-10-2025 00:00,01-11-2025 00:00,25-11-2025 00:00,Rejected,109314,Illinois,Amazon
ASIC Design Engineer,Microsoft,Naukri,Recruiter_C,21-10-2025 00:00,30-10-2025 00:00,01-11-2025 00:00,13-11-2025 00:00,Rejected,62984,California,Microsoft
ASIC Design Engineer,Google,LinkedIn,Recruiter_A,21-10-2025 00:00,22-10-2025 00:00,27-10-2025 00:00,14-11-2025 00:00,Offered,70151,Texas,Google
RTL Design Engineer,Deloitte,Naukri,Recruiter_D,21-10-2025 00:00,22-10-2025 00:00,25-10-2025 00:00,19-11-2025 00:00,Joined,126787,Washington,Deloitte
Technical Project Manager,Amazon,Referral,Recruiter_A,21-10-2025 00:00,25-10-2025 00:00,27-10-2025 00:00,21-11-2025 00:00,Rejected,84789,Washington,Amazon
RTL Design Engineer,Amazon,Career Site,Recruiter_D,21-10-2025 00:00,23-10-2025 00:00,28-10-2025 00:00,25-11-2025 00:00,Rejected,107076,Washington,Amazon
RTL Design Engineer,Google,Naukri,Recruiter_A,21-10-2025 00:00,27-10-2025 00:00,05-11-2025 00:00,28-11-2025 00:00,Interview,109926,Illinois,Google
Verification Engineer,Deloitte,LinkedIn,Recruiter_B,21-10-2025 00:00,25-10-2025 00:00,04-11-2025 00:00,03-12-2025 00:00,Offered,104155,Texas,Deloitte
RTL Design Engineer,Accenture,Naukri,Recruiter_C,22-10-2025 00:00,24-10-2025 00:00,25-10-2025 00:00,03-11-2025 00:00,Interview,74580,Illinois,Accenture
Mechanical Engineer,Accenture,Indeed,Recruiter_B,22-10-2025 00:00,30-10-2025 00:00,31-10-2025 00:00,07-11-2025 00:00,Interview,69521,Washington,Accenture
ASIC Design Engineer,Deloitte,LinkedIn,Recruiter_B,22-10-2025 00:00,26-10-2025 00:00,29-10-2025 00:00,09-11-2025 00:00,Rejected,125537,Washington,Deloitte
Technical Project Manager,Microsoft,Referral,Recruiter_A,22-10-2025 00:00,25-10-2025 00:00,03-11-2025 00:00,10-11-2025 00:00,Joined,118886,Texas,Microsoft
Technical Project Manager,Deloitte,Referral,Recruiter_A,22-10-2025 00:00,24-10-2025 00:00,28-10-2025 00:00,14-11-2025 00:00,Joined,117848,Washington,Deloitte
Technical Project Manager,Accenture,LinkedIn,Recruiter_C,22-10-2025 00:00,24-10-2025 00:00,25-10-2025 00:00,18-11-2025 00:00,Rejected,116879,New York,Accenture
RTL Design Engineer,Google,Career Site,Recruiter_D,22-10-2025 00:00,30-10-2025 00:00,04-11-2025 00:00,21-11-2025 00:00,Rejected,60710,New York,Google
Mechanical Engineer,Accenture,Indeed,Imtyaz,22-10-2025 00:00,26-10-2025 00:00,31-10-2025 00:00,23-11-2025 00:00,Offered,84653,Illinois,Accenture
RTL Design Engineer,Accenture,Indeed,Recruiter_D,22-10-2025 00:00,30-10-2025 00:00,07-11-2025 00:00,29-11-2025 00:00,Joined,76627,Texas,Accenture
Mechanical Engineer,Microsoft,Indeed,Imtyaz,22-10-2025 00:00,30-10-2025 00:00,09-11-2025 00:00,29-11-2025 00:00,Rejected,116995,Washington,Microsoft
Verification Engineer,Accenture,Career Site,Imtyaz,22-10-2025 00:00,24-10-2025 00:00,01-11-2025 00:00,30-11-2025 00:00,Offered,114851,Washington,Accenture
RTL Design Engineer,Amazon,Indeed,Recruiter_A,22-10-2025 00:00,01-11-2025 00:00,06-11-2025 00:00,01-12-2025 00:00,Joined,77080,Texas,Amazon
RTL Design Engineer,Amazon,Referral,Recruiter_B,23-10-2025 00:00,28-10-2025 00:00,31-10-2025 00:00,09-11-2025 00:00,Interview,108346,,Amazon
RTL Design Engineer,Accenture,Referral,Imtyaz,23-10-2025 00:00,26-10-2025 00:00,27-10-2025 00:00,21-11-2025 00:00,Offered,67402,Washington,Accenture
Mechanical Engineer,Accenture,Referral,Recruiter_C,23-10-2025 00:00,02-11-2025 00:00,10-11-2025 00:00,29-11-2025 00:00,Offered,77028,New York,Accenture
Mechanical Engineer,Accenture,Indeed,Recruiter_B,23-10-2025 00:00,01-11-2025 00:00,06-11-2025 00:00,29-11-2025 00:00,Offered,60019,California,Accenture
ASIC Design Engineer,Amazon,Naukri,Recruiter_D,23-10-2025 00:00,01-11-2025 00:00,05-11-2025 00:00,03-12-2025 00:00,Interview,128053,New York,Amazon
Technical Project Manager,Microsoft,Indeed,Recruiter_D,23-10-2025 00:00,31-10-2025 00:00,10-11-2025 00:00,04-12-2025 00:00,Joined,81070,Illinois,Microsoft
Verification Engineer,Accenture,Naukri,Imtyaz,23-10-2025 00:00,29-10-2025 00:00,06-11-2025 00:00,06-12-2025 00:00,Offered,117088,Illinois,Accenture
Mechanical Engineer,Google,LinkedIn,Recruiter_A,24-10-2025 00:00,02-11-2025 00:00,12-11-2025 00:00,24-11-2025 00:00,Joined,137405,New York,Google
Verification Engineer,Amazon,Naukri,Imtyaz,24-10-2025 00:00,01-11-2025 00:00,10-11-2025 00:00,24-11-2025 00:00,Rejected,107906,Washington,Amazon
ASIC Design Engineer,Amazon,LinkedIn,Recruiter_B,24-10-2025 00:00,03-11-2025 00:00,12-11-2025 00:00,01-12-2025 00:00,Joined,111375,Illinois,Amazon
ASIC Design Engineer,Google,LinkedIn,Recruiter_C,27-10-2025 00:00,28-10-2025 00:00,29-10-2025 00:00,05-11-2025 00:00,Offered,114224,Illinois,Google
Technical Project Manager,Amazon,Naukri,Recruiter_C,27-10-2025 00:00,31-10-2025 00:00,01-11-2025 00:00,17-11-2025 00:00,Rejected,101403,New York,Amazon
Technical Project Manager,Accenture,LinkedIn,Recruiter_A,27-10-2025 00:00,02-11-2025 00:00,06-11-2025 00:00,21-11-2025 00:00,Interview,119669,Washington,Accenture
Mechanical Engineer,Microsoft,Naukri,Recruiter_B,27-10-2025 00:00,06-11-2025 00:00,11-11-2025 00:00,22-11-2025 00:00,Rejected,98816,California,Microsoft
RTL Design Engineer,Amazon,Career Site,Recruiter_D,27-10-2025 00:00,02-11-2025 00:00,03-11-2025 00:00,22-11-2025 00:00,Offered,130879,New York,Amazon
ASIC Design Engineer,Google,Referral,Recruiter_D,27-10-2025 00:00,30-10-2025 00:00,02-11-2025 00:00,23-11-2025 00:00,Offered,64668,New York,Google
Mechanical Engineer,Amazon,Indeed,Recruiter_B,27-10-2025 00:00,29-10-2025 00:00,05-11-2025 00:00,28-11-2025 00:00,Interview,63202,California,Amazon
Verification Engineer,Accenture,Naukri,Recruiter_A,27-10-2025 00:00,01-11-2025 00:00,07-11-2025 00:00,03-12-2025 00:00,Interview,76532,New York,Accenture
Verification Engineer,Microsoft,Referral,Recruiter_B,27-10-2025 00:00,02-11-2025 00:00,12-11-2025 00:00,06-12-2025 00:00,Rejected,106991,Illinois,Microsoft
Verification Engineer,Microsoft,Referral,Imtyaz,28-10-2025 00:00,02-11-2025 00:00,10-11-2025 00:00,19-11-2025 00:00,Rejected,136638,Washington,Microsoft
ASIC Design Engineer,Amazon,Indeed,Recruiter_C,28-10-2025 00:00,01-11-2025 00:00,05-11-2025 00:00,24-11-2025 00:00,Interview,106711,Washington,Amazon
Mechanical Engineer,Accenture,Career Site,Recruiter_C,28-10-2025 00:00,05-11-2025 00:00,12-11-2025 00:00,28-11-2025 00:00,Offered,137937,Illinois,Accenture
Mechanical Engineer,Accenture,LinkedIn,Recruiter_C,28-10-2025 00:00,06-11-2025 00:00,15-11-2025 00:00,29-11-2025 00:00,Rejected,89953,New York,Accenture
Verification Engineer,Microsoft,Career Site,Recruiter_A,29-10-2025 00:00,01-11-2025 00:00,09-11-2025 00:00,14-11-2025 00:00,Joined,112844,Texas,Microsoft
Verification Engineer,Microsoft,Referral,Recruiter_A,29-10-2025 00:00,02-11-2025 00:00,03-11-2025 00:00,15-11-2025 00:00,Offered,123128,California,Microsoft
Verification Engineer,Accenture,Career Site,Recruiter_A,29-10-2025 00:00,05-11-2025 00:00,11-11-2025 00:00,22-11-2025 00:00,Interview,60212,Illinois,Accenture
Technical Project Manager,Accenture,LinkedIn,Imtyaz,29-10-2025 00:00,05-11-2025 00:00,08-11-2025 00:00,27-11-2025 00:00,Offered,120756,Texas,Accenture
Verification Engineer,Amazon,Referral,Recruiter_B,29-10-2025 00:00,08-11-2025 00:00,14-11-2025 00:00,29-11-2025 00:00,Offered,100093,California,Amazon
ASIC Design Engineer,Amazon,Naukri,Recruiter_B,29-10-2025 00:00,01-11-2025 00:00,11-11-2025 00:00,03-12-2025 00:00,Offered,127645,Washington,Amazon
ASIC Design Engineer,Deloitte,Career Site,Recruiter_B,29-10-2025 00:00,07-11-2025 00:00,13-11-2025 00:00,05-12-2025 00:00,Joined,112209,California,Deloitte
Technical Project Manager,Accenture,Indeed,Recruiter_C,29-10-2025 00:00,06-11-2025 00:00,11-11-2025 00:00,10-12-2025 00:00,Rejected,76028,Washington,Accenture
ASIC Design Engineer,Microsoft,Naukri,Recruiter_C,29-10-2025 00:00,08-11-2025 00:00,13-11-2025 00:00,12-12-2025 00:00,Joined,116421,Illinois,Microsoft
Technical Project Manager,Deloitte,Career Site,Recruiter_B,30-10-2025 00:00,03-11-2025 00:00,08-11-2025 00:00,14-11-2025 00:00,Rejected,95528,Illinois,Deloitte
Technical Project Manager,Microsoft,LinkedIn,Recruiter_D,30-10-2025 00:00,01-11-2025 00:00,06-11-2025 00:00,25-11-2025 00:00,Offered,137683,Washington,Microsoft
Mechanical Engineer,Google,Naukri,Recruiter_A,30-10-2025 00:00,04-11-2025 00:00,10-11-2025 00:00,28-11-2025 00:00,Joined,77552,California,Google
Technical Project Manager,Google,LinkedIn,Recruiter_C,30-10-2025 00:00,08-11-2025 00:00,11-11-2025 00:00,30-11-2025 00:00,Offered,111806,Texas,Google
ASIC Design Engineer,Accenture,Referral,Recruiter_B,30-10-2025 00:00,08-11-2025 00:00,12-11-2025 00:00,30-11-2025 00:00,Interview,91446,Illinois,Accenture
RTL Design Engineer,Amazon,LinkedIn,Imtyaz,30-10-2025 00:00,01-11-2025 00:00,09-11-2025 00:00,30-11-2025 00:00,Rejected,74683,Illinois,Amazon
ASIC Design Engineer,Google,Indeed,Recruiter_C,30-10-2025 00:00,08-11-2025 00:00,17-11-2025 00:00,09-12-2025 00:00,Interview,95685,New York,Google
Technical Project Manager,Deloitte,Referral,Recruiter_B,31-10-2025 00:00,01-11-2025 00:00,04-11-2025 00:00,12-11-2025 00:00,Rejected,90786,New York,Deloitte
Technical Project Manager,Google,Naukri,Recruiter_A,31-10-2025 00:00,07-11-2025 00:00,11-11-2025 00:00,16-11-2025 00:00,Offered,91842,California,Google
RTL Design Engineer,Accenture,Indeed,Recruiter_B,31-10-2025 00:00,10-11-2025 00:00,14-11-2025 00:00,20-11-2025 00:00,Interview,137125,Illinois,Accenture
Verification Engineer,Deloitte,Indeed,Recruiter_B,31-10-2025 00:00,02-11-2025 00:00,04-11-2025 00:00,21-11-2025 00:00,Joined,100532,Washington,Deloitte
ASIC Design Engineer,Google,Naukri,Recruiter_B,31-10-2025 00:00,09-11-2025 00:00,15-11-2025 00:00,24-11-2025 00:00,Interview,133185,California,Google
Technical Project Manager,Microsoft,Referral,Recruiter_C,31-10-2025 00:00,02-11-2025 00:00,08-11-2025 00:00,26-11-2025 00:00,Interview,104138,Illinois,Microsoft
ASIC Design Engineer,Deloitte,LinkedIn,Recruiter_D,31-10-2025 00:00,06-11-2025 00:00,08-11-2025 00:00,30-11-2025 00:00,Interview,1200000,Texas,Deloitte
RTL Design Engineer,Microsoft,LinkedIn,Imtyaz,31-10-2025 00:00,05-11-2025 00:00,15-11-2025 00:00,30-11-2025 00:00,Joined,61768,New York,Microsoft
RTL Design Engineer,Microsoft,Career Site,Recruiter_D,31-10-2025 00:00,09-11-2025 00:00,18-11-2025 00:00,10-12-2025 00:00,Joined,84166,New York,Microsoft
RTL Design Engineer,Google,LinkedIn,Recruiter_B,31-10-2025 00:00,07-11-2025 00:00,15-11-2025 00:00,11-12-2025 00:00,Offered,143664,Illinois,Google
Technical Project Manager,Microsoft,Career Site,Recruiter_D,31-10-2025 00:00,04-11-2025 00:00,14-11-2025 00:00,14-12-2025 00:00,Interview,139027,Texas,Microsoft
Mechanical Engineer,Accenture,LinkedIn,Imtyaz,03-11-2025 00:00,12-11-2025 00:00,17-11-2025 00:00,27-11-2025 00:00,Joined,108573,New York,Accenture
Technical Project Manager,Google,Indeed,Imtyaz,03-11-2025 00:00,07-11-2025 00:00,15-11-2025 00:00,27-11-2025 00:00,Offered,109167,New York,Google
ASIC Design Engineer,Microsoft,Indeed,Recruiter_D,03-11-2025 00:00,07-11-2025 00:00,14-11-2025 00:00,04-12-2025 00:00,Rejected,107711,Texas,Microsoft
RTL Design Engineer,Amazon,Career Site,Recruiter_C,03-11-2025 00:00,05-11-2025 00:00,15-11-2025 00:00,06-12-2025 00:00,Interview,72800,Washington,Amazon
ASIC Design Engineer,Amazon,Career Site,Recruiter_C,03-11-2025 00:00,13-11-2025 00:00,17-11-2025 00:00,10-12-2025 00:00,Offered,118192,New York,Amazon
